GeneID,TranscriptID,GC
ENSOANG00000025161,ENSOANT00000035286,52.54
ENSOANG00000027116,ENSOANT00000037241,62.04
ENSOANG00000027459,ENSOANT00000037584,56.62
ENSOANG00000018325,ENSOANT00000027459,48.57
ENSOANG00000025067,ENSOANT00000035192,52.90
ENSOANG00000027270,ENSOANT00000037395,52.32
ENSOANG00000024671,ENSOANT00000034796,50.00
ENSOANG00000028089,ENSOANT00000038214,54.68
ENSOANG00000025992,ENSOANT00000036117,51.45
ENSOANG00000025104,ENSOANT00000035229,51.81
ENSOANG00000025092,ENSOANT00000035217,57.04
ENSOANG00000025097,ENSOANT00000035222,56.52
ENSOANG00000024731,ENSOANT00000034856,51.08
ENSOANG00000024772,ENSOANT00000034897,54.23
ENSOANG00000027926,ENSOANT00000038051,53.46
ENSOANG00000025813,ENSOANT00000035938,57.25
ENSOANG00000027918,ENSOANT00000038043,53.06
ENSOANG00000027238,ENSOANT00000037363,65.69
ENSOANG00000025765,ENSOANT00000035890,47.10
ENSOANG00000024676,ENSOANT00000034801,53.96
ENSOANG00000019089,ENSOANT00000028218,49.62
ENSOANG00000023833,ENSOANT00000033957,48.94
ENSOANG00000028136,ENSOANT00000038261,54.30
ENSOANG00000027757,ENSOANT00000037882,50.71
ENSOANG00000017976,ENSOANT00000027112,54.29
ENSOANG00000026070,ENSOANT00000036195,51.03
ENSOANG00000017441,ENSOANT00000026581,61.72
ENSOANG00000025155,ENSOANT00000035280,70.29
ENSOANG00000026839,ENSOANT00000036964,52.98
ENSOANG00000026331,ENSOANT00000036456,54.35
ENSOANG00000027301,ENSOANT00000037426,63.12
ENSOANG00000027033,ENSOANT00000037158,50.72
ENSOANG00000024944,ENSOANT00000035069,58.27
ENSOANG00000023936,ENSOANT00000034060,58.09
ENSOANG00000024799,ENSOANT00000034924,56.52
ENSOANG00000026988,ENSOANT00000037113,53.96
ENSOANG00000024917,ENSOANT00000035042,51.45
ENSOANG00000026749,ENSOANT00000036874,50.72
ENSOANG00000026013,ENSOANT00000036138,49.28
ENSOANG00000028080,ENSOANT00000038205,54.29
ENSOANG00000024804,ENSOANT00000034929,54.35
ENSOANG00000023855,ENSOANT00000033979,53.62
ENSOANG00000026214,ENSOANT00000036339,52.11
ENSOANG00000023174,ENSOANT00000033298,52.90
ENSOANG00000026692,ENSOANT00000036817,55.40
ENSOANG00000025580,ENSOANT00000035705,52.17
ENSOANG00000026713,ENSOANT00000036838,48.55
ENSOANG00000026932,ENSOANT00000037057,53.19
ENSOANG00000025694,ENSOANT00000035819,54.35
ENSOANG00000027460,ENSOANT00000037585,52.55
ENSOANG00000027291,ENSOANT00000037416,52.13
ENSOANG00000026136,ENSOANT00000036261,54.36
ENSOANG00000026101,ENSOANT00000036226,53.15
ENSOANG00000024206,ENSOANT00000034330,55.24
ENSOANG00000027351,ENSOANT00000037476,62.69
ENSOANG00000027972,ENSOANT00000038097,50.99
ENSOANG00000024937,ENSOANT00000035062,57.55
ENSOANG00000025687,ENSOANT00000035812,51.45
ENSOANG00000026467,ENSOANT00000036592,55.80
ENSOANG00000026933,ENSOANT00000037058,60.81
ENSOANG00000024902,ENSOANT00000035027,47.83
ENSOANG00000019091,ENSOANT00000028220,51.19
ENSOANG00000027752,ENSOANT00000037877,59.85
ENSOANG00000026877,ENSOANT00000037002,51.47
ENSOANG00000024609,ENSOANT00000034734,51.80
ENSOANG00000027822,ENSOANT00000037947,51.68
ENSOANG00000027667,ENSOANT00000037792,55.24
ENSOANG00000026642,ENSOANT00000036767,55.07
ENSOANG00000026574,ENSOANT00000036699,50.72
ENSOANG00000024946,ENSOANT00000035071,49.24
ENSOANG00000023892,ENSOANT00000034016,57.97
ENSOANG00000025507,ENSOANT00000035632,57.14
ENSOANG00000025178,ENSOANT00000035303,52.90
ENSOANG00000026146,ENSOANT00000036271,52.17
ENSOANG00000024534,ENSOANT00000034659,56.83
ENSOANG00000026455,ENSOANT00000036580,57.97
ENSOANG00000026320,ENSOANT00000036445,56.34
ENSOANG00000028198,ENSOANT00000038323,56.12
ENSOANG00000024608,ENSOANT00000034733,54.35
ENSOANG00000027659,ENSOANT00000037784,46.38
ENSOANG00000027742,ENSOANT00000037867,54.68
ENSOANG00000027686,ENSOANT00000037811,59.03
ENSOANG00000025259,ENSOANT00000035384,50.96
ENSOANG00000026901,ENSOANT00000037026,55.71
ENSOANG00000025267,ENSOANT00000035392,52.90
ENSOANG00000028154,ENSOANT00000038279,58.16
ENSOANG00000025337,ENSOANT00000035462,52.11
ENSOANG00000026676,ENSOANT00000036801,57.25
ENSOANG00000028014,ENSOANT00000038139,61.29
ENSOANG00000024338,ENSOANT00000034462,51.45
ENSOANG00000023740,ENSOANT00000033864,48.92
ENSOANG00000025458,ENSOANT00000035583,62.32
ENSOANG00000023435,ENSOANT00000033559,53.62
ENSOANG00000027772,ENSOANT00000037897,52.86
ENSOANG00000027669,ENSOANT00000037794,56.86
ENSOANG00000028008,ENSOANT00000038133,40.56
ENSOANG00000026755,ENSOANT00000036880,51.45
ENSOANG00000027522,ENSOANT00000037647,45.83
ENSOANG00000024614,ENSOANT00000034739,49.64
ENSOANG00000028161,ENSOANT00000038286,48.61
ENSOANG00000024556,ENSOANT00000034681,58.70
ENSOANG00000025052,ENSOANT00000035177,53.90
ENSOANG00000027850,ENSOANT00000037975,52.87
ENSOANG00000024116,ENSOANT00000034240,53.62
ENSOANG00000024865,ENSOANT00000034990,51.08
ENSOANG00000028138,ENSOANT00000038263,56.52
ENSOANG00000028097,ENSOANT00000038222,54.72
ENSOANG00000027127,ENSOANT00000037252,54.23
ENSOANG00000025345,ENSOANT00000035470,47.52
ENSOANG00000025340,ENSOANT00000035465,52.17
ENSOANG00000026871,ENSOANT00000036996,48.10
ENSOANG00000025081,ENSOANT00000035206,53.15
ENSOANG00000019254,ENSOANT00000028381,50.60
ENSOANG00000026704,ENSOANT00000036829,55.94
ENSOANG00000027229,ENSOANT00000037354,45.21
ENSOANG00000026793,ENSOANT00000036918,60.14
ENSOANG00000027517,ENSOANT00000037642,52.83
ENSOANG00000027799,ENSOANT00000037924,43.97
ENSOANG00000018919,ENSOANT00000028048,57.14
ENSOANG00000023226,ENSOANT00000033350,58.09
ENSOANG00000025493,ENSOANT00000035618,52.82
ENSOANG00000027760,ENSOANT00000037885,41.45
ENSOANG00000025729,ENSOANT00000035854,59.29
ENSOANG00000027248,ENSOANT00000037373,50.35
ENSOANG00000026049,ENSOANT00000036174,55.80
ENSOANG00000026369,ENSOANT00000036494,50.00
ENSOANG00000026247,ENSOANT00000036372,51.41
ENSOANG00000027490,ENSOANT00000037615,46.00
ENSOANG00000027252,ENSOANT00000037377,50.35
ENSOANG00000026836,ENSOANT00000036961,53.33
ENSOANG00000017769,ENSOANT00000026906,43.08
ENSOANG00000025213,ENSOANT00000035338,55.24
ENSOANG00000024800,ENSOANT00000034925,55.48
ENSOANG00000018500,ENSOANT00000027633,41.33
ENSOANG00000026903,ENSOANT00000037028,52.86
ENSOANG00000027129,ENSOANT00000037254,54.29
ENSOANG00000026506,ENSOANT00000036631,51.75
ENSOANG00000025031,ENSOANT00000035156,55.71
ENSOANG00000025579,ENSOANT00000035704,53.74
ENSOANG00000026977,ENSOANT00000037102,60.14
ENSOANG00000027373,ENSOANT00000037498,50.33
ENSOANG00000027349,ENSOANT00000037474,54.43
ENSOANG00000026888,ENSOANT00000037013,49.02
ENSOANG00000024667,ENSOANT00000034792,54.29
ENSOANG00000026128,ENSOANT00000036253,55.00
ENSOANG00000025011,ENSOANT00000035136,51.08
ENSOANG00000027957,ENSOANT00000038082,46.94
ENSOANG00000026907,ENSOANT00000037032,52.38
ENSOANG00000025284,ENSOANT00000035409,36.11
ENSOANG00000025818,ENSOANT00000035943,51.45
ENSOANG00000018639,ENSOANT00000027770,37.31
ENSOANG00000027042,ENSOANT00000037167,55.19
ENSOANG00000024963,ENSOANT00000035088,51.75
ENSOANG00000026862,ENSOANT00000036987,65.28
ENSOANG00000024735,ENSOANT00000034860,55.71
ENSOANG00000028209,ENSOANT00000038334,52.56
ENSOANG00000026895,ENSOANT00000037020,52.83
ENSOANG00000017559,ENSOANT00000026699,65.31
ENSOANG00000024993,ENSOANT00000035118,57.34
ENSOANG00000025365,ENSOANT00000035490,51.77
ENSOANG00000023046,ENSOANT00000033170,54.61
ENSOANG00000026716,ENSOANT00000036841,51.37
ENSOANG00000017488,ENSOANT00000026628,54.01
ENSOANG00000027278,ENSOANT00000037403,36.23
ENSOANG00000026852,ENSOANT00000036977,52.48
ENSOANG00000026860,ENSOANT00000036985,52.63
ENSOANG00000026429,ENSOANT00000036554,53.24
ENSOANG00000027281,ENSOANT00000037406,54.55
ENSOANG00000026664,ENSOANT00000036789,54.55
ENSOANG00000024575,ENSOANT00000034700,54.32
ENSOANG00000024890,ENSOANT00000035015,53.52
ENSOANG00000017239,ENSOANT00000026381,51.32
ENSOANG00000025488,ENSOANT00000035613,51.05
ENSOANG00000017290,ENSOANT00000026432,45.21
ENSOANG00000025872,ENSOANT00000035997,60.43
ENSOANG00000025002,ENSOANT00000035127,53.24
ENSOANG00000026831,ENSOANT00000036956,42.57
ENSOANG00000028182,ENSOANT00000038307,52.17
ENSOANG00000024630,ENSOANT00000034755,51.39
ENSOANG00000024783,ENSOANT00000034908,52.41
ENSOANG00000027446,ENSOANT00000037571,54.14
ENSOANG00000016536,ENSOANT00000025679,34.33
ENSOANG00000028045,ENSOANT00000038170,52.82
ENSOANG00000025949,ENSOANT00000036074,57.86
ENSOANG00000025393,ENSOANT00000035518,49.65
ENSOANG00000023774,ENSOANT00000033898,52.86
ENSOANG00000027450,ENSOANT00000037575,55.63
ENSOANG00000024751,ENSOANT00000034876,49.31
ENSOANG00000028220,ENSOANT00000038345,65.97
ENSOANG00000024452,ENSOANT00000034577,48.98
ENSOANG00000025370,ENSOANT00000035495,54.23
ENSOANG00000025547,ENSOANT00000035672,53.62
ENSOANG00000025637,ENSOANT00000035762,52.45
ENSOANG00000026335,ENSOANT00000036460,51.05
ENSOANG00000026962,ENSOANT00000037087,49.68
ENSOANG00000018997,ENSOANT00000028126,61.19
ENSOANG00000027942,ENSOANT00000038067,50.33
ENSOANG00000017955,ENSOANT00000027091,41.54
ENSOANG00000026358,ENSOANT00000036483,53.52
ENSOANG00000026668,ENSOANT00000036793,59.71
ENSOANG00000017942,ENSOANT00000027078,62.77
ENSOANG00000027158,ENSOANT00000037283,57.43
ENSOANG00000027099,ENSOANT00000037224,59.33
ENSOANG00000024843,ENSOANT00000034968,54.61
ENSOANG00000016527,ENSOANT00000025670,35.38
ENSOANG00000024854,ENSOANT00000034979,50.69
ENSOANG00000022867,ENSOANT00000032991,49.30
ENSOANG00000027795,ENSOANT00000037920,46.84
ENSOANG00000024458,ENSOANT00000034583,50.35
ENSOANG00000023059,ENSOANT00000033183,67.90
ENSOANG00000025115,ENSOANT00000035240,51.06
ENSOANG00000025986,ENSOANT00000036111,48.70
ENSOANG00000019198,ENSOANT00000028327,60.74
ENSOANG00000027960,ENSOANT00000038085,52.82
ENSOANG00000018556,ENSOANT00000027688,60.94
ENSOANG00000027184,ENSOANT00000037309,70.00
ENSOANG00000026875,ENSOANT00000037000,53.15
ENSOANG00000027398,ENSOANT00000037523,54.14
ENSOANG00000028206,ENSOANT00000038331,53.24
ENSOANG00000025769,ENSOANT00000035894,51.77
ENSOANG00000027442,ENSOANT00000037567,59.57
ENSOANG00000025008,ENSOANT00000035133,48.25
ENSOANG00000027135,ENSOANT00000037260,62.69
ENSOANG00000027687,ENSOANT00000037812,53.52
ENSOANG00000027258,ENSOANT00000037383,56.38
ENSOANG00000017980,ENSOANT00000027116,46.97
ENSOANG00000024721,ENSOANT00000034846,52.32
ENSOANG00000024941,ENSOANT00000035066,48.57
ENSOANG00000025518,ENSOANT00000035643,63.12
ENSOANG00000028174,ENSOANT00000038299,42.86
ENSOANG00000024778,ENSOANT00000034903,52.48
ENSOANG00000028197,ENSOANT00000038322,50.70
ENSOANG00000027619,ENSOANT00000037744,59.87
ENSOANG00000028051,ENSOANT00000038176,54.61
ENSOANG00000025615,ENSOANT00000035740,51.94
ENSOANG00000027545,ENSOANT00000037670,44.68
ENSOANG00000018024,ENSOANT00000027160,55.91
ENSOANG00000028226,ENSOANT00000038351,44.03
ENSOANG00000024715,ENSOANT00000034840,54.61
ENSOANG00000026292,ENSOANT00000036417,53.47
ENSOANG00000025989,ENSOANT00000036114,48.57
ENSOANG00000026422,ENSOANT00000036547,53.52
ENSOANG00000028175,ENSOANT00000038300,57.86
ENSOANG00000017891,ENSOANT00000027027,41.18
ENSOANG00000025126,ENSOANT00000035251,51.43
ENSOANG00000027495,ENSOANT00000037620,52.50
ENSOANG00000027713,ENSOANT00000037838,51.61
ENSOANG00000028040,ENSOANT00000038165,60.71
ENSOANG00000027008,ENSOANT00000037133,53.85
ENSOANG00000027403,ENSOANT00000037528,45.33
ENSOANG00000025065,ENSOANT00000035190,51.06
ENSOANG00000027864,ENSOANT00000037989,54.78
ENSOANG00000025295,ENSOANT00000035420,53.85
ENSOANG00000028108,ENSOANT00000038233,46.75
ENSOANG00000024830,ENSOANT00000034955,53.85
ENSOANG00000027518,ENSOANT00000037643,69.44
ENSOANG00000018224,ENSOANT00000027358,43.48
ENSOANG00000027342,ENSOANT00000037467,45.76
ENSOANG00000025058,ENSOANT00000035183,51.35
ENSOANG00000016314,ENSOANT00000025457,31.34
ENSOANG00000028067,ENSOANT00000038192,46.25
ENSOANG00000027560,ENSOANT00000037685,50.00
ENSOANG00000023698,ENSOANT00000033822,53.15
ENSOANG00000027980,ENSOANT00000038105,46.26
ENSOANG00000027454,ENSOANT00000037579,53.55
ENSOANG00000024781,ENSOANT00000034906,55.17
ENSOANG00000025639,ENSOANT00000035764,52.05
ENSOANG00000018538,ENSOANT00000027670,36.36
ENSOANG00000017671,ENSOANT00000026809,50.00
ENSOANG00000018848,ENSOANT00000027978,49.21
ENSOANG00000026537,ENSOANT00000036662,45.14
ENSOANG00000024964,ENSOANT00000035089,38.27
ENSOANG00000026971,ENSOANT00000037096,61.79
ENSOANG00000018304,ENSOANT00000027438,76.30
ENSOANG00000026863,ENSOANT00000036988,67.13
ENSOANG00000017566,ENSOANT00000026706,48.89
ENSOANG00000024719,ENSOANT00000034844,50.00
ENSOANG00000018147,ENSOANT00000027282,53.42
ENSOANG00000019125,ENSOANT00000028254,40.79
ENSOANG00000027201,ENSOANT00000037326,46.20
ENSOANG00000026353,ENSOANT00000036478,56.55
ENSOANG00000026841,ENSOANT00000036966,54.23
ENSOANG00000017750,ENSOANT00000026887,29.87
ENSOANG00000027475,ENSOANT00000037600,38.03
ENSOANG00000027233,ENSOANT00000037358,39.86
ENSOANG00000027582,ENSOANT00000037707,53.59
ENSOANG00000024666,ENSOANT00000034791,55.95
ENSOANG00000026848,ENSOANT00000036973,51.77
ENSOANG00000027424,ENSOANT00000037549,51.95
ENSOANG00000027836,ENSOANT00000037961,50.32
ENSOANG00000017340,ENSOANT00000026482,54.00
ENSOANG00000025833,ENSOANT00000035958,50.68
ENSOANG00000024420,ENSOANT00000034544,58.43
ENSOANG00000027144,ENSOANT00000037269,49.36
ENSOANG00000027944,ENSOANT00000038069,43.18
ENSOANG00000027937,ENSOANT00000038062,51.88
ENSOANG00000027880,ENSOANT00000038005,58.11
ENSOANG00000028109,ENSOANT00000038234,49.33
ENSOANG00000026912,ENSOANT00000037037,56.76
ENSOANG00000027199,ENSOANT00000037324,52.45
ENSOANG00000024852,ENSOANT00000034977,48.25
ENSOANG00000025760,ENSOANT00000035885,45.45
ENSOANG00000027917,ENSOANT00000038042,52.48
ENSOANG00000018359,ENSOANT00000027492,51.04
ENSOANG00000026850,ENSOANT00000036975,47.30
ENSOANG00000028221,ENSOANT00000038346,48.39
ENSOANG00000027819,ENSOANT00000037944,47.68
ENSOANG00000027519,ENSOANT00000037644,36.92
ENSOANG00000026367,ENSOANT00000036492,53.06
ENSOANG00000019200,ENSOANT00000028329,55.00
ENSOANG00000017868,ENSOANT00000027004,63.16
ENSOANG00000026558,ENSOANT00000036683,52.41
ENSOANG00000024733,ENSOANT00000034858,48.97
ENSOANG00000027502,ENSOANT00000037627,54.78
ENSOANG00000025740,ENSOANT00000035865,45.32
ENSOANG00000026398,ENSOANT00000036523,51.41
ENSOANG00000018875,ENSOANT00000028005,57.04
ENSOANG00000027653,ENSOANT00000037778,57.72
ENSOANG00000027510,ENSOANT00000037635,45.64
ENSOANG00000025793,ENSOANT00000035918,67.91
ENSOANG00000027748,ENSOANT00000037873,54.73
ENSOANG00000026989,ENSOANT00000037114,55.06
ENSOANG00000027469,ENSOANT00000037594,57.05
ENSOANG00000027047,ENSOANT00000037172,57.04
ENSOANG00000018811,ENSOANT00000027941,67.11
ENSOANG00000027684,ENSOANT00000037809,60.37
ENSOANG00000019032,ENSOANT00000028161,59.52
ENSOANG00000027160,ENSOANT00000037285,53.15
ENSOANG00000026686,ENSOANT00000036811,50.00
ENSOANG00000027288,ENSOANT00000037413,49.01
ENSOANG00000027998,ENSOANT00000038123,50.64
ENSOANG00000027234,ENSOANT00000037359,47.71
ENSOANG00000018092,ENSOANT00000027228,51.19
ENSOANG00000026898,ENSOANT00000037023,45.90
ENSOANG00000025546,ENSOANT00000035671,56.67
ENSOANG00000027905,ENSOANT00000038030,51.70
ENSOANG00000027430,ENSOANT00000037555,49.06
ENSOANG00000027769,ENSOANT00000037894,54.61
ENSOANG00000025441,ENSOANT00000035566,53.69
ENSOANG00000027909,ENSOANT00000038034,44.94
ENSOANG00000026991,ENSOANT00000037116,53.47
ENSOANG00000023901,ENSOANT00000034025,63.89
ENSOANG00000025445,ENSOANT00000035570,61.54
ENSOANG00000027551,ENSOANT00000037676,50.68
ENSOANG00000024691,ENSOANT00000034816,50.34
ENSOANG00000026451,ENSOANT00000036576,48.99
ENSOANG00000026708,ENSOANT00000036833,52.11
ENSOANG00000027611,ENSOANT00000037736,64.54
ENSOANG00000027379,ENSOANT00000037504,60.62
ENSOANG00000026663,ENSOANT00000036788,53.38
ENSOANG00000024762,ENSOANT00000034887,61.97
ENSOANG00000026416,ENSOANT00000036541,50.68
ENSOANG00000026577,ENSOANT00000036702,54.86
ENSOANG00000026145,ENSOANT00000036270,52.11
ENSOANG00000026999,ENSOANT00000037124,48.98
ENSOANG00000025344,ENSOANT00000035469,53.15
ENSOANG00000024958,ENSOANT00000035083,50.34
ENSOANG00000023433,ENSOANT00000033557,63.89
ENSOANG00000025562,ENSOANT00000035687,49.66
ENSOANG00000017201,ENSOANT00000026343,41.11
ENSOANG00000027501,ENSOANT00000037626,46.48
ENSOANG00000025101,ENSOANT00000035226,50.34
ENSOANG00000027326,ENSOANT00000037451,52.45
ENSOANG00000027902,ENSOANT00000038027,54.55
ENSOANG00000028046,ENSOANT00000038171,50.70
ENSOANG00000018008,ENSOANT00000027144,50.00
ENSOANG00000027688,ENSOANT00000037813,69.23
ENSOANG00000025060,ENSOANT00000035185,46.75
ENSOANG00000024563,ENSOANT00000034688,52.78
ENSOANG00000023546,ENSOANT00000033670,51.39
ENSOANG00000018918,ENSOANT00000028047,50.65
ENSOANG00000027292,ENSOANT00000037417,52.78
ENSOANG00000027975,ENSOANT00000038100,42.72
ENSOANG00000028075,ENSOANT00000038200,54.97
ENSOANG00000018391,ENSOANT00000027524,47.87
ENSOANG00000016607,ENSOANT00000025750,63.90
ENSOANG00000028066,ENSOANT00000038191,42.00
ENSOANG00000017523,ENSOANT00000026663,46.67
ENSOANG00000018183,ENSOANT00000027318,59.55
ENSOANG00000016973,ENSOANT00000026116,62.93
ENSOANG00000027328,ENSOANT00000037453,57.14
ENSOANG00000016852,ENSOANT00000025995,39.02
ENSOANG00000016315,ENSOANT00000025458,60.98
ENSOANG00000025545,ENSOANT00000035670,52.45
ENSOANG00000028152,ENSOANT00000038277,49.65
ENSOANG00000019207,ENSOANT00000028336,41.10
ENSOANG00000018317,ENSOANT00000027451,43.33
ENSOANG00000017796,ENSOANT00000026933,57.14
ENSOANG00000017614,ENSOANT00000026753,45.76
ENSOANG00000017456,ENSOANT00000026596,48.19
ENSOANG00000016931,ENSOANT00000026074,34.67
ENSOANG00000018196,ENSOANT00000027331,42.67
ENSOANG00000018225,ENSOANT00000027359,49.62
ENSOANG00000016633,ENSOANT00000025776,36.14
ENSOANG00000016263,ENSOANT00000025406,35.14
ENSOANG00000025631,ENSOANT00000035756,51.37
ENSOANG00000024871,ENSOANT00000034996,50.68
ENSOANG00000026878,ENSOANT00000037003,44.06
ENSOANG00000027621,ENSOANT00000037746,53.47
ENSOANG00000016941,ENSOANT00000026084,38.10
ENSOANG00000027656,ENSOANT00000037781,71.54
ENSOANG00000018545,ENSOANT00000027677,35.80
ENSOANG00000024954,ENSOANT00000035079,51.05
ENSOANG00000027170,ENSOANT00000037295,49.33
ENSOANG00000025246,ENSOANT00000035371,50.00
ENSOANG00000017257,ENSOANT00000026399,49.25
ENSOANG00000024594,ENSOANT00000034719,53.06
ENSOANG00000026861,ENSOANT00000036986,41.76
ENSOANG00000027411,ENSOANT00000037536,42.73
ENSOANG00000025548,ENSOANT00000035673,41.25
ENSOANG00000026833,ENSOANT00000036958,62.58
ENSOANG00000018223,ENSOANT00000027357,60.67
ENSOANG00000019269,ENSOANT00000028396,53.85
ENSOANG00000025298,ENSOANT00000035423,52.35
ENSOANG00000017782,ENSOANT00000026919,54.79
ENSOANG00000027925,ENSOANT00000038050,52.50
ENSOANG00000027421,ENSOANT00000037546,46.15
ENSOANG00000025874,ENSOANT00000035999,49.32
ENSOANG00000028090,ENSOANT00000038215,56.95
ENSOANG00000027205,ENSOANT00000037330,48.10
ENSOANG00000026523,ENSOANT00000036648,56.94
ENSOANG00000025583,ENSOANT00000035708,54.11
ENSOANG00000018544,ENSOANT00000027676,43.28
ENSOANG00000028211,ENSOANT00000038336,51.72
ENSOANG00000017601,ENSOANT00000026740,60.22
ENSOANG00000025277,ENSOANT00000035402,56.08
ENSOANG00000018728,ENSOANT00000027859,58.06
ENSOANG00000027433,ENSOANT00000037558,51.09
ENSOANG00000026998,ENSOANT00000037123,54.49
ENSOANG00000027172,ENSOANT00000037297,66.07
ENSOANG00000027646,ENSOANT00000037771,50.00
ENSOANG00000027749,ENSOANT00000037874,42.72
ENSOANG00000025407,ENSOANT00000035532,50.00
ENSOANG00000026972,ENSOANT00000037097,50.00
ENSOANG00000017805,ENSOANT00000026942,59.56
ENSOANG00000026634,ENSOANT00000036759,56.94
ENSOANG00000028153,ENSOANT00000038278,45.45
ENSOANG00000018212,ENSOANT00000027347,46.67
ENSOANG00000027859,ENSOANT00000037984,59.06
ENSOANG00000017546,ENSOANT00000026686,53.96
ENSOANG00000027719,ENSOANT00000037844,58.82
ENSOANG00000027461,ENSOANT00000037586,47.47
ENSOANG00000027197,ENSOANT00000037322,53.59
ENSOANG00000018682,ENSOANT00000027813,40.00
ENSOANG00000027906,ENSOANT00000038031,40.74
ENSOANG00000027387,ENSOANT00000037512,46.26
ENSOANG00000018253,ENSOANT00000027387,40.26
ENSOANG00000027765,ENSOANT00000037890,45.57
ENSOANG00000027060,ENSOANT00000037185,52.00
ENSOANG00000024531,ENSOANT00000034656,48.30
ENSOANG00000027130,ENSOANT00000037255,50.62
ENSOANG00000018758,ENSOANT00000027889,54.62
ENSOANG00000028042,ENSOANT00000038167,53.16
ENSOANG00000019300,ENSOANT00000028425,50.38
ENSOANG00000018540,ENSOANT00000027672,61.48
ENSOANG00000018074,ENSOANT00000027210,52.99
ENSOANG00000018504,ENSOANT00000027637,49.63
ENSOANG00000028165,ENSOANT00000038290,47.44
ENSOANG00000025774,ENSOANT00000035899,59.29
ENSOANG00000027831,ENSOANT00000037956,51.43
ENSOANG00000026959,ENSOANT00000037084,52.26
ENSOANG00000027438,ENSOANT00000037563,50.00
ENSOANG00000027768,ENSOANT00000037893,43.51
ENSOANG00000023578,ENSOANT00000033702,40.28
ENSOANG00000017653,ENSOANT00000026791,41.67
ENSOANG00000028200,ENSOANT00000038325,45.21
ENSOANG00000016482,ENSOANT00000025625,47.41
ENSOANG00000019033,ENSOANT00000028162,43.04
ENSOANG00000026100,ENSOANT00000036225,51.02
ENSOANG00000027330,ENSOANT00000037455,46.10
ENSOANG00000018485,ENSOANT00000027618,57.66
ENSOANG00000027743,ENSOANT00000037868,55.97
ENSOANG00000025241,ENSOANT00000035366,54.05
ENSOANG00000017580,ENSOANT00000026719,51.94
ENSOANG00000027232,ENSOANT00000037357,54.11
ENSOANG00000028063,ENSOANT00000038188,52.26
ENSOANG00000028033,ENSOANT00000038158,50.00
ENSOANG00000023622,ENSOANT00000033746,43.48
ENSOANG00000028034,ENSOANT00000038159,54.37
ENSOANG00000028121,ENSOANT00000038246,50.00
ENSOANG00000027570,ENSOANT00000037695,34.33
ENSOANG00000025635,ENSOANT00000035760,47.33
ENSOANG00000027443,ENSOANT00000037568,50.68
ENSOANG00000028134,ENSOANT00000038259,49.64
ENSOANG00000017519,ENSOANT00000026659,39.29
ENSOANG00000016629,ENSOANT00000025772,50.70
ENSOANG00000027776,ENSOANT00000037901,54.11
ENSOANG00000016165,ENSOANT00000025308,49.77
ENSOANG00000018620,ENSOANT00000027751,47.37
ENSOANG00000026960,ENSOANT00000037085,54.73
ENSOANG00000027514,ENSOANT00000037639,33.96
ENSOANG00000018692,ENSOANT00000027823,51.85
ENSOANG00000024988,ENSOANT00000035113,58.39
ENSOANG00000025196,ENSOANT00000035321,55.63
ENSOANG00000026906,ENSOANT00000037031,55.00
ENSOANG00000018853,ENSOANT00000027983,41.05
ENSOANG00000017220,ENSOANT00000026362,49.45
ENSOANG00000026509,ENSOANT00000036634,55.32
ENSOANG00000027888,ENSOANT00000038013,50.68
ENSOANG00000017424,ENSOANT00000026566,47.83
ENSOANG00000025897,ENSOANT00000036022,50.00
ENSOANG00000018287,ENSOANT00000027421,44.57
ENSOANG00000027810,ENSOANT00000037935,57.23
ENSOANG00000027938,ENSOANT00000038063,52.50
ENSOANG00000019058,ENSOANT00000028187,41.79
ENSOANG00000026419,ENSOANT00000036544,53.02
ENSOANG00000017479,ENSOANT00000026619,50.70
ENSOANG00000017759,ENSOANT00000026896,46.48
ENSOANG00000025715,ENSOANT00000035840,47.79
ENSOANG00000025517,ENSOANT00000035642,38.24
ENSOANG00000028150,ENSOANT00000038275,30.77
ENSOANG00000027827,ENSOANT00000037952,46.38
ENSOANG00000016942,ENSOANT00000026085,40.00
ENSOANG00000026111,ENSOANT00000036236,50.72
ENSOANG00000028132,ENSOANT00000038257,56.29
ENSOANG00000017507,ENSOANT00000026647,44.62
ENSOANG00000027391,ENSOANT00000037516,51.85
ENSOANG00000028188,ENSOANT00000038313,54.32
ENSOANG00000027123,ENSOANT00000037248,54.61
ENSOANG00000017736,ENSOANT00000026873,46.18
ENSOANG00000028177,ENSOANT00000038302,50.00
ENSOANG00000027365,ENSOANT00000037490,48.98
ENSOANG00000018079,ENSOANT00000027215,48.87
ENSOANG00000017896,ENSOANT00000027032,48.87
ENSOANG00000017345,ENSOANT00000026487,52.24
ENSOANG00000027706,ENSOANT00000037831,54.78
ENSOANG00000025652,ENSOANT00000035777,52.67
ENSOANG00000027063,ENSOANT00000037188,58.60
ENSOANG00000025395,ENSOANT00000035520,53.33
ENSOANG00000025536,ENSOANT00000035661,48.32
ENSOANG00000024060,ENSOANT00000034184,43.37
ENSOANG00000024339,ENSOANT00000034463,43.90
ENSOANG00000024699,ENSOANT00000034824,53.02
ENSOANG00000023888,ENSOANT00000034012,45.35
ENSOANG00000026787,ENSOANT00000036912,38.82
ENSOANG00000027789,ENSOANT00000037914,53.69
ENSOANG00000028131,ENSOANT00000038256,62.42
