default,student,balance,income
No,No,1228.78,59100
No,No,464.93,58240
No,No,958.04,15050
No,Yes,0,21290
No,No,1523.93,58550
No,No,0,50630
No,No,387.75,34080
No,No,1194.20,45580
No,Yes,1430.82,10760
No,Yes,1251.99,18920
No,Yes,207.92,19070
No,No,1596.38,34190
No,No,0,33760
No,No,1213.35,39340
No,No,407.26,40520
No,No,786.58,43010
No,Yes,695.47,14030
No,Yes,1113.23,19130
No,Yes,717.20,20620
No,No,374.92,39160
No,Yes,270.59,15720
No,Yes,1334.78,20460
No,No,280.61,35490
No,No,143.91,41620
No,No,1027.05,44260
No,No,127.54,33070
Yes,No,1809.40,33450
No,No,1626.39,61430
No,No,628.87,48380
No,Yes,385.35,22390
No,No,753.99,29020
No,No,650.24,33470
No,No,232.76,58480
No,No,1005.62,43470
No,No,82.42,29760
No,Yes,41.38,18660
No,No,510.65,25850
No,No,1588.91,54040
No,Yes,1127.43,23490
No,Yes,1242.72,23030
No,No,1730.11,48760
No,No,915.46,33880
No,No,65.33,31990
No,No,180.17,21400
No,No,989.26,48050
No,No,314.98,51110
No,No,607.27,36480
No,Yes,724.43,15830
No,No,832.21,44050
No,Yes,794.14,12510
No,No,1806.71,39080
No,No,394.50,29640
No,No,108.00,44760
No,No,806.55,27620
No,No,845.07,38410
No,No,659.80,39710
No,No,1248.83,39310
No,No,852.52,34230
No,No,878.92,47220
No,Yes,819.91,16580
No,No,0,34210
No,No,620.68,34540
No,No,917.85,49350
No,No,539.44,26160
No,No,747.13,42310
No,No,864.46,44420
No,Yes,391.99,9990
No,No,151.26,57650
No,No,873.12,34350
No,No,28.78,55360
No,No,228.51,57230
No,No,1190.13,27730
No,Yes,1845.97,12100
No,No,107.15,42770
No,No,2058.78,55020
No,No,914.63,46490
No,No,799.73,45700
No,No,890.24,34670
No,No,1184.49,43220
No,No,1143.12,42670
No,No,718.74,31370
No,No,847.65,43510
No,No,1067.27,50640
No,No,791.54,32570
No,No,826.35,37240
No,Yes,652.75,23490
No,No,827.63,36430
No,Yes,704.09,16500
No,No,773.59,29660
No,No,402.12,42970
No,No,411.53,30060
No,No,340.96,27260
No,Yes,1021.56,14500
No,No,1323.64,30510
No,Yes,1362.64,18200
No,No,347.46,24730
Yes,No,1610.48,35580
No,No,1313.83,40840
No,Yes,705.39,19120
No,No,705.73,45280
No,No,0,38960
No,Yes,0,23730
No,No,1562.66,52420
No,Yes,655.61,19030
No,Yes,780.25,20750
No,No,946.13,40030
No,No,1402.51,46200
No,No,321.58,52710
No,No,1824.29,22470
No,No,0,23560
No,No,602.19,26760
No,No,314.45,40010
No,No,1223.71,64440
No,No,487.11,55450
No,No,324.85,52830
No,No,98.22,48070
No,No,0,18060
No,Yes,345.79,15960
No,No,869.30,32570
No,No,437.55,37210
No,No,323.59,34120
No,No,1286.90,45560
No,Yes,940.47,20570
No,No,1385.30,35040
No,No,765.81,33210
No,No,599.00,53000
No,No,1153.32,17590
No,No,352.27,34350
No,No,226.21,59680
No,Yes,754.96,30340
No,No,1713.53,43890
No,No,969.53,33290
No,No,1024.61,34400
No,No,838.65,25270
No,No,1072.03,47020
No,Yes,686.69,18550
No,No,715.54,50120
No,No,1130.77,40310
No,No,1286.63,44820
No,No,937.50,33260
No,Yes,1881.25,14990
No,No,135.95,49370
No,Yes,1471.92,19770
No,No,773.17,37870
No,No,552.67,50680
No,No,1074.08,35870
No,Yes,137.43,22780
No,Yes,523.83,12060
No,No,724.53,33250
Yes,No,2040.59,50930
No,Yes,1415.89,22820
No,No,174.48,54990
No,No,805.31,36860
No,Yes,1008.03,13540
No,Yes,0,21660
No,No,1078.41,44470
No,No,768.69,32370
No,No,391.18,42210
No,No,0,46910
No,Yes,1318.57,18040
No,No,955.44,40690
No,No,1425.53,33660
No,Yes,1196.49,14910
Yes,No,2038.89,58600
No,Yes,1047.99,15840
No,No,995.34,46700
No,No,1657.25,29940
No,Yes,396.58,18240
No,Yes,594.55,13180
No,No,931.71,50210
No,No,1318.80,44770
No,No,24.26,36070
No,No,713.67,48910
No,No,891.75,53040
No,No,1794.41,44030
No,Yes,1412.08,17040
Yes,No,2024.82,64130
No,No,399.59,42570
Yes,No,1598.02,39160
No,No,1045.31,31750
Yes,Yes,2578.46,25700
No,No,1113.28,42290
No,Yes,645.11,16090
No,Yes,861.10,15870
No,Yes,408.21,21430
No,Yes,794.97,21590
No,No,1477.63,36540
No,No,634.39,33370
No,No,798.08,38080
No,Yes,0,19910
No,Yes,980.10,16380
No,No,831.24,27700
Yes,Yes,2083.22,20100
No,Yes,1436.07,21510
No,No,1467.22,28840
No,No,469.43,37870
No,No,1166.71,31030
No,No,844.04,32080
No,Yes,1538.97,15750
No,No,562.70,39060
No,No,1112.11,29220
No,No,246.39,33640
No,No,562.72,60190
No,No,916.56,42480
No,No,618.56,28470
No,Yes,1604.61,15460
No,No,847.61,42300
No,No,304.48,52540
No,No,778.81,31980
No,Yes,1464.39,13960
No,No,221.47,37780
No,No,592.04,39060
No,No,1010.61,34050
No,No,1194.45,49310
No,No,844.31,52230
No,Yes,179.50,19020
No,No,355.93,32120
No,Yes,1776.72,21280
No,No,27.30,25050
No,Yes,631.01,20750
No,No,187.97,49980
No,Yes,1511.43,11790
No,No,1008.47,22090
No,No,820.49,43820
No,No,112.03,40050
No,Yes,1675.65,20770
No,Yes,592.89,14830
No,No,492.39,36000
No,No,364.74,46090
No,No,1025.32,44190
No,No,612.65,38630
No,No,1456.63,38670
No,Yes,1762.59,13090
No,Yes,180.09,27350
Yes,Yes,1721.97,15170
No,No,0,30820
No,No,1029.78,69540
No,No,268.44,55290
No,No,1711.43,39010
No,No,0,36880
No,Yes,1295.81,22240
No,No,1722.12,21620
No,Yes,560.38,23540
No,No,676.57,41320
No,No,518.93,28230
No,No,626.40,18130
No,No,524.38,38020
No,No,0,33930
No,No,517.49,60790
No,No,563.36,22080
No,No,865.88,59740
No,Yes,618.11,24690
No,No,1428.81,41410
No,No,1195.62,34700
No,No,218.01,29210
No,No,1434.13,38030
No,No,506.26,48840
No,No,1322.36,34620
No,No,584.81,49310
No,No,815.07,35010
No,No,0,50950
No,Yes,489.92,21440
No,No,644.88,42210
No,No,1151.20,36460
No,No,1440.43,27530
No,Yes,858.21,12580
No,No,0,29020
No,No,0,54050
Yes,Yes,1402.20,15960
No,Yes,1171.72,23500
No,No,662.30,44660
No,Yes,1142.73,12890
No,No,785.43,37460
No,No,705.54,32890
No,Yes,1713.31,17430
No,No,861.64,38980
No,No,398.42,37090
No,Yes,703.68,16610
No,No,366.26,52360
No,No,1054.11,41780
No,No,189.73,53260
No,No,944.20,41880
No,No,0,36960
No,No,499.91,28350
No,No,866.31,59640
No,No,761.98,39170
No,No,1150.99,50090
No,No,53.43,51020
No,No,319.76,36050
No,No,0,35110
No,No,222.10,41210
No,Yes,1336.99,21300
No,Yes,1397.50,26600
No,No,794.58,37520
No,Yes,883.15,18210
No,No,1168.16,17190
No,No,257.44,38270
No,Yes,1273.48,17100
No,Yes,1934.51,17080
No,Yes,1704.01,17980
No,Yes,220.89,25660
No,No,323.30,51300
No,No,969.40,31470
No,No,385.18,50310
No,No,995.40,40900
No,No,758.39,40750
No,Yes,652.86,23510
No,Yes,903.17,15810
No,No,533.42,24850
No,Yes,1151.85,23250
No,No,1271.32,43870
No,No,136.11,44750
No,Yes,1171.95,15850
No,No,512.66,49980
No,No,172.15,28370
No,No,1256.22,42120
No,No,835.83,57500
No,No,1026.63,61060
No,Yes,1144.27,16000
No,Yes,682.95,15720
No,No,797.67,45370
No,No,97.32,62330
No,Yes,1436.32,7760
No,Yes,1325.62,15880
No,No,1462.69,50500
No,No,191.91,55650
No,No,854.88,44170
No,No,864.34,34590
No,No,476.56,46950
No,No,1155.68,50950
No,No,1127.70,32060
No,No,0,62190
No,No,312.91,31320
No,Yes,467.89,16370
No,Yes,1055.59,16810
No,Yes,989.23,13600
No,No,245.70,40460
No,No,585.75,43620
No,No,610.85,39170
No,No,258.03,40130
No,No,1092.99,37350
No,No,1387.87,27140
No,No,833.08,49700
No,No,1184.87,41800
No,Yes,916.79,17150
No,Yes,1427.33,22900
No,Yes,1413.27,19060
No,Yes,1592.54,18020
No,No,0,26940
No,No,1050.20,34800
No,No,1511.17,35890
No,No,894.68,37230
No,Yes,781.61,12190
No,No,0,43310
No,No,1094.88,38340
No,No,0,59260
No,Yes,875.67,18680
No,No,81.91,40930
No,No,371.18,34670
No,Yes,1438.05,19200
No,No,674.59,67270
No,No,1097.76,42220
No,No,593.06,47780
No,No,1167.10,35950
No,No,1114.82,33720
No,No,304.14,23860
No,No,353.63,40680
No,No,1269.42,39010
No,Yes,397.54,22710
No,No,607.16,49540
No,No,1667.48,47990
No,No,956.31,42970
No,No,668.39,38630
No,No,290.67,37600
No,Yes,826.72,18770
No,No,1102.11,48070
No,No,348.65,36510
No,Yes,991.23,8920
No,No,1224.23,32750
No,No,146.36,44660
No,Yes,697.13,18370
No,No,956.44,40740
No,Yes,1184.90,13270
No,No,1702.23,36530
No,No,0,36850
No,No,965.45,25040
No,No,331.16,25920
No,No,1307.09,35420
No,No,1637.03,45020
No,Yes,1091.93,11700
No,Yes,1499.19,17560
No,Yes,770.29,22110
No,Yes,1147.35,19180
No,No,1037.27,28430
No,No,626.97,50440
No,No,847.72,55260
No,Yes,1199.59,16450
No,No,1288.28,54660
No,No,675.22,33700
No,No,541.44,32500
No,Yes,1165.00,18380
No,No,1042.79,26140
No,No,989.21,42810
No,No,586.60,27790
No,No,931.59,33300
No,Yes,978.53,16510
No,No,958.93,47460
No,No,384.53,36010
No,No,645.07,43240
No,No,424.76,29500
No,No,612.55,33030
No,No,1381.44,47470
No,No,0,45560
No,No,1096.02,23950
No,No,945.68,38710
No,No,722.76,20960
No,Yes,887.88,20560
No,Yes,1049.95,19720
No,No,728.04,29180
No,No,1114.90,40080
No,Yes,1451.30,14180
No,Yes,629.21,16000
No,No,630.23,49050
No,Yes,1372.97,10770
No,Yes,746.86,13900
No,Yes,1400.54,16510
No,No,971.35,46530
No,No,637.08,49090
No,No,1778.42,34590
No,Yes,678.20,12780
No,No,1094.77,46610
No,Yes,879.85,23990
No,No,1449.32,38720
No,No,322.00,43770
No,No,1430.57,44100
No,Yes,1199.38,18880
No,No,168.36,47680
No,Yes,1143.39,15990
No,No,416.90,38100
No,No,1352.61,42190
No,No,1431.74,37790
No,No,481.30,35740
No,No,774.07,46080
No,No,0,34740
No,Yes,1186.89,14250
No,Yes,978.35,16670
No,No,1409.11,30620
No,No,1491.47,54830
No,Yes,1228.48,18930
No,No,1553.47,44420
No,No,1200.04,56080
No,No,984.86,45430
No,No,558.32,38010
No,Yes,778.85,16000
No,No,163.35,45180
No,Yes,574.81,16470
No,No,1149.93,39230
No,No,774.53,22690
No,No,866.77,30400
No,No,325.85,36680
No,Yes,879.62,14890
No,No,160.50,19130
No,No,905.71,38210
No,Yes,649.93,13470
No,No,196.91,35730
No,No,488.56,25400
No,No,449.27,13120
No,No,824.80,40950
No,Yes,600.60,18630
No,No,912.06,62140
No,No,619.13,41280
No,No,225.36,60270
No,No,369.43,63530
No,No,745.66,54890
No,Yes,782.35,22690
No,Yes,1051.24,23200
No,Yes,613.60,9500
No,No,863.61,30390
No,No,943.08,29620
No,Yes,1102.63,10670
No,Yes,1175.13,15440
No,No,491.44,51480
No,Yes,1131.08,21820
No,Yes,717.37,16310
No,Yes,517.30,17060
Yes,Yes,2038.54,12180
No,No,868.49,22170
No,No,111.41,33320
No,Yes,1587.56,13080
No,Yes,640.99,21680
No,Yes,1928.59,17570
No,Yes,759.67,18870
No,No,1306.35,35650
No,No,908.17,46790
No,No,871.67,28180
No,No,0,38870
No,No,0,53300
No,Yes,947.52,24070
No,No,222.88,40840
No,No,1237.53,30960
No,No,1318.71,36820
No,Yes,1030.05,9760
No,No,925.70,62760
No,No,425.77,42130
No,Yes,1901.65,21320
Yes,No,1940.37,41160
No,Yes,227.31,24280
No,No,836.57,51230
No,Yes,981.99,20140
No,No,1186.79,52680
No,Yes,315.97,13180
No,Yes,768.44,21490
No,Yes,969.90,13960
No,No,1175.19,50920
No,Yes,1684.27,20340
No,No,1120.62,48570
No,No,784.47,52610
No,No,604.98,38880
No,No,517.97,41750
No,No,270.26,41970
No,No,825.60,33980
No,No,623.51,51670
No,No,529.50,38320
No,Yes,1014.76,12230
No,No,288.53,44080
No,No,500.25,17100
No,No,565.67,37290
No,No,1005.33,34290
No,No,852.39,46320
No,No,613.15,34280
No,No,905.56,52990
No,No,1086.18,52500
No,No,1057.17,35800
No,No,252.89,27450
No,Yes,1401.28,16680
No,No,1529.13,36570
No,Yes,947.45,21940
No,No,0,33910
No,Yes,1312.90,15490
No,No,1269.29,43580
No,Yes,20.25,21530
No,No,0,30810
No,No,35.32,53400
No,No,897.31,31460
No,No,1043.55,38390
No,No,1165.32,33430
No,No,1299.47,55160
No,No,675.77,21750
No,Yes,1202.38,20550
No,No,1190.15,30740
No,Yes,535.01,13900
No,No,194.19,43150
No,No,430.62,46180
No,No,1047.92,59760
No,No,220.79,26450
Yes,Yes,1493.96,24120
No,Yes,856.65,15520
No,Yes,1635.50,10590
No,No,666.61,49210
Yes,No,1562.83,49300
No,No,255.88,48830
No,No,602.36,53800
No,No,1599.31,28820
No,No,150.94,36920
No,No,1388.81,35460
No,No,87.94,47920
No,Yes,1935.82,17960
No,Yes,1289.31,7670
No,No,871.98,45490
No,No,1333.69,44360
No,No,181.17,37380
No,No,791.18,48200
No,No,69.17,24550
No,No,940.89,54830
No,Yes,346.21,17860
No,No,214.84,39620
No,Yes,676.83,16990
No,No,595.99,37410
No,Yes,999.39,23680
No,No,1447.04,22430
No,No,464.09,44760
No,No,872.63,29740
No,No,381.70,25010
No,Yes,866.49,24260
No,Yes,1243.34,23630
No,No,1184.30,37600
No,Yes,757.40,25300
No,No,939.25,56220
No,No,560.77,61470
No,No,971.27,26850
No,No,518.68,30150
No,No,834.26,28020
No,Yes,545.58,19450
No,No,1057.35,39650
No,Yes,720.51,20220
No,No,1285.51,37440
No,Yes,406.33,30080
No,No,1023.89,33390
No,No,356.24,21310
No,No,657.08,31720
No,Yes,1168.54,25800
No,No,344.88,26220
No,Yes,535.33,24260
No,Yes,1222.96,21370
No,Yes,663.60,21430
No,Yes,591.53,20960
No,Yes,941.71,23360
No,No,434.54,35620
Yes,No,1804.19,23090
No,No,0,34220
No,No,0,28350
No,No,586.47,52200
No,No,707.43,42400
No,No,1491.64,61090
No,Yes,556.18,21650
No,No,683.14,44430
No,Yes,671.13,11850
No,No,1020.19,43590
No,Yes,1183.06,13210
No,Yes,1127.53,19320
No,No,1545.98,32690
No,No,1114.39,44190
No,No,843.49,41910
No,No,1047.67,34410
No,Yes,810.54,17250
No,Yes,501.11,26420
No,Yes,1031.63,21430
No,No,360.21,44080
No,No,1234.83,40150
Yes,No,2236.76,37110
No,No,750.84,32030
No,No,231.96,42460
No,No,1616.50,41820
No,No,981.79,49640
No,No,538.01,27280
No,No,136.30,48790
No,No,614.94,30900
No,Yes,824.04,11650
No,No,393.06,44140
No,Yes,759.39,18690
No,Yes,1743.79,17540
No,Yes,621.17,17500
No,No,1360.54,54700
No,No,253.52,37500
No,No,1392.33,48700
No,No,1508.25,43520
No,Yes,1823.86,19440
No,No,0,39420
No,No,728.67,36550
No,No,1471.19,56470
No,No,967.25,32200
No,No,640.70,38790
No,Yes,559.56,15720
No,Yes,1258.11,20010
No,No,1126.88,32770
No,No,1341.26,46260
No,No,751.10,50290
No,No,325.92,57310
No,Yes,905.90,20280
No,No,699.60,49030
No,No,996.44,51390
No,Yes,1034.17,23820
No,Yes,1464.63,14760
No,No,280.72,40380
No,No,725.86,41790
No,Yes,1162.59,15410
No,Yes,193.71,18000
No,No,743.18,50250
No,No,1403.83,43220
No,No,460.13,52700
No,No,1218.21,36290
No,No,903.98,51700
No,Yes,1473.69,19750
No,No,525.51,50760
Yes,Yes,1874.82,14950
No,No,700.62,42020
No,Yes,1164.66,23290
No,Yes,1803.76,23200
No,Yes,451.71,22480
No,No,1101.98,36230
No,Yes,1343.77,28190
No,No,606.43,38890
No,No,0,45380
No,Yes,0,20960
No,No,1140.82,36490
No,No,1597.64,42510
No,Yes,521.84,10310
No,Yes,837.52,13210
No,No,390.31,42320
No,Yes,806.48,22120
No,No,890.26,38370
No,Yes,237.38,21370
No,Yes,808.39,11800
No,No,694.39,46120
No,No,492.25,42140
No,Yes,460.59,12930
No,Yes,838.45,19800
No,No,675.84,38170
No,No,625.41,47400
No,No,45.47,27590
No,No,474.76,30790
No,No,1024.82,46110
No,No,696.10,40320
No,Yes,953.53,25820
No,No,1143.85,50690
No,Yes,683.44,22590
No,No,644.60,30270
Yes,Yes,2034.67,17130
No,Yes,1345.49,12230
No,Yes,1307.08,18080
No,No,705.50,52550
No,No,0,47720
No,No,501.16,35660
No,No,991.52,30770
No,Yes,956.69,19590
No,No,353.64,30720
No,No,838.92,47860
No,Yes,353.65,20530
No,Yes,751.24,16470
No,No,991.15,42760
No,Yes,1096.48,17850
Yes,No,1655.77,25630
No,No,0,35570
No,Yes,485.65,16090
No,No,850.46,34360
No,Yes,0,17690
No,Yes,766.63,21710
No,No,309.17,31230
No,No,244.66,29270
Yes,Yes,1013.21,19650
No,No,357.59,48560
No,Yes,1908.24,17640
No,No,1449.13,40490
No,No,464.41,38230
No,No,1491.70,40630
No,No,256.89,39010
No,No,0,35020
No,No,0,23910
No,No,817.62,43700
No,Yes,888.30,22900
No,No,1240.75,51510
No,No,828.64,10940
No,Yes,959.85,18480
No,No,1281.44,48830
No,Yes,1577.67,11950
No,Yes,1444.11,21440
No,Yes,647.67,13610
No,No,720.16,43650
No,No,64.15,47960
No,Yes,546.02,21610
No,Yes,1102.12,14000
No,No,1294.52,28000
No,No,341.32,33800
No,No,399.39,17340
No,No,710.39,31480
No,No,1467.57,26690
No,Yes,282.83,13370
No,No,544.22,46140
No,No,1585.86,42700
No,No,0,28780
No,No,1033.42,43590
No,No,1131.05,38830
No,No,544.28,24470
No,No,1116.72,33710
Yes,No,2155.28,34780
No,No,732.05,39430
No,No,591.63,33850
No,No,0,63250
No,No,453.84,27860
No,No,170.07,27000
No,No,916.72,37210
No,No,611.33,38380
No,No,258.62,33320
No,Yes,357.59,18140
No,No,813.17,49270
Yes,No,1743.06,22300
No,No,801.80,46180
No,No,674.73,26060
No,No,430.49,39920
No,No,1352.99,34080
No,Yes,1040.88,19420
No,No,1305.77,34410
No,No,1294.76,37710
No,Yes,583.29,23690
No,Yes,1409.29,21500
No,No,886.21,40480
No,No,515.61,39630
No,No,1866.30,58710
No,No,657.70,41220
No,No,270.22,49120
No,No,953.39,20740
No,No,630.22,24910
Yes,Yes,2024.66,9660
No,Yes,497.05,23110
No,No,48.72,37950
No,No,440.02,49350
No,No,1217.94,43990
No,Yes,1203.98,21520
No,Yes,1493.87,15620
No,No,0,48020
No,No,1204.95,47160
No,No,945.66,39920
No,Yes,807.59,16920
No,No,514.38,20630
No,No,1493.35,51510
No,No,738.22,25180
No,Yes,451.91,22310
No,No,997.02,35590
No,No,1082.07,30620
No,Yes,1001.34,19310
No,No,1058.62,49380
No,No,245.34,42700
No,No,579.38,32290
No,No,1180.93,35350
No,No,969.08,45190
No,No,0,44560
No,Yes,714.17,19990
No,No,0,36370
No,Yes,100.85,17310
No,No,1856.53,33490
No,No,620.45,41050
Yes,No,1815.79,31630
No,No,1508.14,31100
No,No,1170.91,38710
Yes,No,2063.57,37370
No,Yes,284.84,20470
No,No,878.44,29560
Yes,Yes,1740.76,18160
Yes,No,1994.39,44790
No,No,1290.17,42810
No,No,441.33,55970
No,Yes,1790.41,22950
No,No,821.25,68720
No,No,341.04,40250
No,No,216.96,31740
No,No,48.23,37530
No,No,501.36,49890
No,No,267.41,24150
No,No,623.61,54000
No,No,752.73,38670
No,No,0,38660
No,No,413.11,63790
No,No,895.43,26130
No,Yes,127.66,13940
Yes,No,1361.73,50320
No,No,592.61,55120
No,Yes,947.85,22040
No,No,784.17,47320
No,No,952.31,21990
No,No,448.26,26350
No,No,316.12,37320
No,Yes,1246.11,9840
No,No,680.70,42310
No,No,1208.30,38460
Yes,No,1292.43,50990
No,No,663.61,48080
No,No,435.59,38830
No,No,579.19,36180
No,Yes,819.03,22090
No,No,603.02,51220
Yes,Yes,2654.32,21930
No,Yes,0,23270
No,Yes,1487.04,21410
No,No,1466.77,46870
No,No,1168.48,40610
No,Yes,592.29,19740
No,Yes,1255.97,21750
No,No,389.79,53680
No,No,604.30,38750
No,No,940.39,33870
No,No,329.51,38150
No,No,1465.02,18600
No,Yes,1817.28,20750
No,Yes,1055.06,16170
No,Yes,536.01,23580
No,No,817.47,41990
No,No,1244.56,36150
No,No,983.12,19980
No,No,644.80,32290
No,No,896.98,35750
No,No,527.27,41570
No,No,0,51120
No,Yes,1427.94,12660
No,Yes,1262.48,15630
No,No,1283.27,46330
No,No,489.51,22750
No,No,887.20,41640
No,No,328.01,38500
No,Yes,1521.49,18010
No,No,326.03,25490
No,No,1816.97,29890
No,No,1534.00,35560
No,Yes,1657.11,10850
No,No,1270.45,36090
No,No,560.51,25250
No,No,0,28490
No,No,697.93,35700
No,No,1420.50,37430
No,No,695.66,36970
No,Yes,212.82,24510
No,Yes,929.41,23230
No,No,1676.11,25310
No,No,571.95,24930
No,No,355.01,36320
No,Yes,1315.42,21650
No,Yes,1006.99,17830
No,No,332.67,22930
Yes,No,1622.49,39220
No,No,0,26390
No,No,1131.60,19890
No,No,0,44980
No,No,1493.74,32740
No,No,47.42,29560
No,No,153.71,54330
No,No,458.99,21160
No,Yes,1260.82,22370
No,Yes,1080.47,18740
No,No,1814.10,32970
No,Yes,1739.83,21590
No,No,0,50490
No,No,983.49,20820
No,No,0,28170
No,Yes,138.90,13000
No,No,870.34,42390
No,Yes,584.48,14010
No,Yes,1508.70,25330
No,Yes,1282.47,25300
No,No,521.73,28400
No,No,1150.67,38340
No,Yes,1010.84,16420
No,Yes,1746.29,24530
No,No,1382.26,19020
No,No,499.81,31330
No,No,339.67,43300
No,No,253.63,50230
No,No,690.18,32760
No,No,743.05,33550
No,No,736.49,49110
No,Yes,584.51,19620
Yes,Yes,1276.68,19280
No,No,399.87,47290
No,No,182.23,45930
No,No,743.66,37540
No,No,731.10,26650
No,No,615.72,38680
No,No,499.14,56340
No,No,785.03,45590
No,Yes,969.25,16860
No,No,841.49,43370
No,No,181.17,35170
No,No,811.59,38320
No,No,1625.63,65020
No,No,962.22,43970
No,No,617.02,33360
No,Yes,478.92,19730
No,No,1017.74,30220
No,No,708.50,35080
No,No,423.40,40840
No,No,0,29770
No,Yes,935.69,25360
No,No,0,51710
No,Yes,1757.84,17420
No,No,733.54,30630
No,Yes,1050.40,16740
No,No,25.80,44090
No,No,646.08,36680
No,No,695.47,25540
No,No,536.51,28620
No,No,542.27,52440
No,No,811.76,46070
No,Yes,911.76,21080
No,No,621.30,50470
No,No,549.39,39130
No,No,929.29,42500
No,No,154.66,44710
No,No,36.23,49070
No,No,718.59,39150
No,No,379.10,31350
No,No,904.33,30890
No,No,1028.96,18700
No,No,343.49,67930
No,No,375.79,21290
No,Yes,502.26,13570
No,Yes,1231.55,15720
No,No,456.87,54890
No,Yes,1112.12,22700
No,No,1063.71,36470
No,Yes,895.82,19820
No,No,1407.09,43670
No,No,418.49,29850
No,No,684.90,14750
No,No,650.04,46130
No,No,495.42,26740
No,No,698.90,27000
No,No,847.77,42190
No,No,1185.15,35790
No,No,1315.60,54830
No,No,0,32800
No,No,629.08,32290
No,No,326.67,50560
No,No,0,35770
No,No,949.28,26960
No,No,1077.73,50330
No,No,1256.18,31700
No,No,1356.72,37660
No,No,564.12,37690
No,No,793.97,41930
No,Yes,412.38,9890
No,Yes,810.66,19920
No,Yes,1273.83,15590
No,No,1386.66,56320
No,Yes,574.67,22810
No,Yes,1614.14,11330
No,No,0,45640
No,No,949.99,32670
No,Yes,618.75,18290
No,No,1408.17,47490
No,No,465.91,41130
No,No,952.92,44890
No,Yes,17.60,13730
No,Yes,989.88,23410
No,Yes,1817.17,24600
No,No,746.83,41290
No,No,549.06,58530
No,Yes,993.04,20530
No,Yes,1447.41,16650
No,Yes,598.21,19790
No,Yes,79.98,14390
No,No,641.25,31300
No,Yes,562.83,25060
No,Yes,448.24,23540
No,Yes,1134.69,20060
No,No,1649.21,42140
No,Yes,817.67,22330
No,Yes,948.15,18100
No,Yes,1180.01,19870
No,No,761.18,54680
No,No,420.49,58260
No,Yes,1841.40,18000
No,No,102.72,13710
No,No,265.59,24830
No,No,1558.86,45250
No,Yes,220.65,20140
No,No,325.87,35010
No,No,1272.47,42670
No,No,906.23,46710
No,No,1070.81,35970
No,Yes,0,15570
No,No,722.13,22660
No,No,1453.29,43370
No,No,1207.28,33670
No,No,1118.21,32630
No,No,1281.92,56770
No,Yes,878.99,12050
No,No,735.10,51400
No,No,914.34,43460
No,No,4.15,22720
No,No,1063.59,38050
No,No,331.84,37260
No,No,838.57,43500
No,No,418.29,49670
No,No,538.94,23280
No,Yes,2133.74,19670
No,No,1651.32,34020
No,Yes,1152.97,13030
No,Yes,1065.25,16650
No,No,486.65,30830
No,Yes,770.82,18890
No,No,1202.46,42810
No,No,323.80,34570
Yes,No,2062.87,30830
No,No,1058.28,39310
No,No,796.02,38440
No,Yes,1379.77,15500
No,No,1201.33,23960
No,No,1114.11,40350
No,No,821.60,50680
No,No,1079.96,43210
No,Yes,662.99,12000
No,Yes,1343.70,27160
No,Yes,553.45,21350
No,No,472.95,63750
No,Yes,1806.55,17640
No,Yes,855.22,15340
No,Yes,790.55,20560
No,No,1380.14,48080
No,No,1522.53,30760
No,Yes,967.34,14720
No,Yes,886.22,12790
Yes,No,1323.62,18820
No,No,1351.32,46660
No,No,294.01,59120
No,No,1756.05,52490
No,No,439.49,46780
No,No,725.78,35500
No,No,1049.94,43170
No,No,1138.62,36970
No,No,568.22,39870
No,No,0,43160
No,No,572.66,42280
No,No,1270.39,43030
No,No,1444.43,19150
Yes,No,1926.59,59220
No,No,101.99,27900
No,No,547.17,36960
No,No,907.63,28570
No,No,282.88,42130
No,Yes,811.96,12850
No,Yes,1305.10,20570
No,Yes,533.91,21390
No,Yes,1420.59,20190
No,No,89.31,39910
No,No,839.04,36660
No,No,522.15,40710
No,No,488.72,46500
No,Yes,983.26,24550
No,No,442.66,43990
No,Yes,977.58,17630
No,Yes,317.26,17800
No,No,1033.75,21830
No,No,629.32,52080
No,No,1328.33,39870
No,Yes,1486.37,19160
No,No,760.55,19950
No,Yes,1204.24,19300
No,Yes,1367.78,12440
No,No,226.29,34300
No,No,902.41,37900
No,No,462.00,33150
No,No,1072.37,19950
No,No,424.04,25080
No,No,846.13,29810
No,Yes,951.58,12160
No,No,1079.82,44390
No,Yes,1395.66,21370
No,No,828.88,52560
No,No,829.88,40740
No,No,1626.16,32820
No,No,1057.63,37220
No,No,729.22,35630
No,Yes,154.87,20680
No,No,1583.09,15350
No,No,0,40760
No,No,528.56,42240
No,No,809.10,24820
No,Yes,132.10,20060
No,Yes,2149.33,15090
No,No,497.72,26590
No,No,489.16,26870
No,Yes,596.53,9510
No,Yes,1883.06,23980
No,Yes,748.05,17360
No,No,1046.91,42370
No,No,310.13,37690
No,Yes,1065.52,21120
No,Yes,1097.06,20560
No,No,1154.85,57640
Yes,No,2049.02,52560
No,No,1398.65,34190
No,No,130.34,53850
No,No,1400.16,52340
No,No,0,51740
No,Yes,552.33,21260
No,No,0,58230
No,No,246.63,18950
No,No,0,38240
No,Yes,655.51,15770
No,Yes,100.35,13940
No,Yes,1103.00,25380
No,Yes,928.23,20930
No,No,509.31,18220
No,Yes,420.25,24700
No,No,307.73,48120
No,No,733.07,40050
No,No,851.56,33210
